accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
KM258129	KM258129.1	12-CG-2-4/2012/GII.Pe/GII.4 Sydney	2012-09-XX	Asia	Taiwan			7560	Homo sapiens		2015-08-01	2015-08-01		Wu et al.	"Wu,F.-T.,Katayama,K.,Park,Y.,Chen,H.-C.,Wu,C.-Y.,Lu,C.-T."	"Center for Research and Diagnostics, Centers for Disease Control department of health Taiwain, R.O.C."	https://www.ncbi.nlm.nih.gov/nuccore/KM258129	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1225	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
JQ798158	JQ798158.1	5M	2004-XX-XX	North America	USA			7558	Homo sapiens		2012-06-12	2012-08-23		Dicaprio et al.	"Dicaprio,E.,Ma,Y.,Purgianto,A.,Hughes,J.,Li,J.,Hughes,J.H."	"The Ohio State University, Department of Food Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/JQ798158	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1368	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX023286	JX023286.1	JX023286	1974-07-10	North America	USA	Washington DC		7549	Homo sapiens		2012-05-14	2012-09-20		Madupu et al.	"Madupu,R.,Halpin,R.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/JX023286	GII.4	GII.P39 (GII.P1)	1	"3CLpro:1,NTPase:1,ORF1:0.9947058823529412,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9491525423728814,p48:1"	0	1483	0						"ORF1:854-860,p22:156-162"	1	1	0.9491525423728814	1	1	1	1	1	GII.4	GII	GII.4		GII.P39 (GII.P1)	GII	GII.P31	
JX126912	JX126912.1	JX126912	2012-XX-XX	North America	USA			7558	Homo sapiens		2012-08-20	2012-08-20		Ma et al.	"Ma,Y.,Hughes,J.H.,Li,J."	"The Ohio State University, Department of Food Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/JX126912	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1392	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX445152	JX445152.1	JX445152	2004-07-XX	North America	Canada			7515	Homo sapiens		2012-10-10	2012-10-10		Hasing et al.	"Hasing,M.E.,Lee,B.E.,Preiksaitis,J.K.,Tyrrell,G.J.,Louie,M.,Pang,X.L."	Provincial Laboratory for Public Health (ProvLab)	https://www.ncbi.nlm.nih.gov/nuccore/JX445152	GII.4	GII.P4	0.9978663821842912	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	1359	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX445153	JX445153.1	JX445153	2006-03-XX	North America	Canada			7485	Homo sapiens		2012-10-10	2012-10-10		Hasing et al.	"Hasing,M.E.,Lee,B.E.,Preiksaitis,J.K.,Tyrrell,G.J.,Louie,M.,Pang,X.L."	Provincial Laboratory for Public Health (ProvLab)	https://www.ncbi.nlm.nih.gov/nuccore/JX445153	GII.4	GII.P4	0.9954660621416188	"3CLpro:1,NTPase:1,ORF1:0.9888235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.96045197740113,p48:0.963855421686747"	0	1336	0						"ORF1:857-861,p22:159-163"	1	1	0.960451977	0.963855422	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX445157	JX445157.1	JX445157	2006-12-XX	North America	Canada			7515	Homo sapiens		2012-10-10	2012-10-10		Hasing et al.	"Hasing,M.E.,Lee,B.E.,Preiksaitis,J.K.,Tyrrell,G.J.,Louie,M.,Pang,X.L."	Provincial Laboratory for Public Health (ProvLab)	https://www.ncbi.nlm.nih.gov/nuccore/JX445157	GII.4	GII.P4	0.9978663821842912	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	1324	0							1	1	1	0.9819277108433735	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX445160	JX445160.1	JX445160	2008-02-XX	North America	Canada			7500	Homo sapiens		2012-10-10	2012-10-10		Hasing et al.	"Hasing,M.E.,Lee,B.E.,Preiksaitis,J.K.,Tyrrell,G.J.,Louie,M.,Pang,X.L."	Provincial Laboratory for Public Health (ProvLab)	https://www.ncbi.nlm.nih.gov/nuccore/JX445160	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1376	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX445162	JX445162.1	JX445162	2008-11-XX	North America	Canada			7500	Homo sapiens		2012-10-10	2012-10-10		Hasing et al.	"Hasing,M.E.,Lee,B.E.,Preiksaitis,J.K.,Tyrrell,G.J.,Louie,M.,Pang,X.L."	Provincial Laboratory for Public Health (ProvLab)	https://www.ncbi.nlm.nih.gov/nuccore/JX445162	GII.4	GII.P4	0.9958661154820644	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1390	0							1	1	1	0.9668674698795181	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JX459900	JX459900.1	JX459900	2011-10-XX	Oceania	Australia			7558	Homo sapiens		2012-10-21	2013-05-10		Eden et al.	"Eden,J.S.,Tanaka,M.M.,Boni,M.F.,Rawlinson,W.D.,White,P.A.,Eden,J.-S."	"University of New South Wales, School of Biotechnology and Biomolecular Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/JX459900	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1332	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KC013592	KC013592.1	KC013592	2004-XX-XX	North America	USA			7556	Homo sapiens		2012-12-16	2013-03-11		Sosnovtsev et al.	"Sosnovtsev,S.V.,Bok,K.,Wang,Q.,Saif,L.J.,Green,K.Y."	"NIAID/NIH, LID"	https://www.ncbi.nlm.nih.gov/nuccore/KC013592	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1375	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KC175350	KC175350.1	KC175350	2009-07-05	Asia	Vietnam	Southeast Region	Ho Chi Minh City	7511	Homo sapiens		2012-11-25	2013-03-13		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,My,P.V.,Campbell,J.,Farrar,J.,Vinh,H.,Hoang,N.V.,Wentworth,D.E.,Baker,S."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC175350	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1367	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KC175371	KC175371.1	KC175371	2009-10-27	Asia	Vietnam	Southeast Region	Ho Chi Minh City	7511	Homo sapiens		2012-11-25	2013-03-13		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,My,P.V.,Campbell,J.,Farrar,J.,Vinh,H.,Hoang,N.V.,Wentworth,D.E.,Baker,S."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC175371	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1365	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KC409296	KC409296.1	KC409296	2010-01-28	Asia	Vietnam	Southeast Region	Ho Chi Minh City	7511	Homo sapiens		2013-02-16	2013-03-13		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,My,P.V.,Campbell,J.,Farrar,J.,Vinh,H.,Hoang,N.V.,Wentworth,D.E.,Baker,S."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC409296	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1371	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
KC517364	KC517364.1	Hu/GII-4/New Taipei/CGMH54/2012/TW	2012-01-25	Asia	Taiwan			7509	Homo sapiens		2013-04-29	2015-04-02		Chen et al.	"Chen,S.Y.,Feng,Y.,Chao,H.C.,Lai,M.W.,Huang,W.L.,Lin,C.Y.,Tsai,C.N.,Chen,C.L.,Chiu,C.H.,Chen,Z.S."	"Graduate Institute of Clinical Medical Sciences, Chang Gung University"	https://www.ncbi.nlm.nih.gov/nuccore/KC517364	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1224	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
KC576913	KC576913.1	KC576913	1978-04-04	South America	French Guiana	French Guiana	Cayenne (French Guiana)	7528	Homo sapiens		2013-02-17	2014-02-07		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC576913	GII.4	Could not assign	0.8213095079343913	"3CLpro:1,NTPase:1,ORF1:0.8488235294117648,RdRp:0.4980392156862745,VP1:0.0018484288354898336,VP2:1,VPg:1,p22:1,p48:1"	1340	1277	0						VP1:198-541	1	1	1	1	0.4980392156862745	0.001848429	1	1	GII.4	GII	GII.4		Could not assign	GII	Could not assign	
KC576915	KC576915.1	KC576915	1978-03-23	Asia	Malaysia	Kuala Lumpur		7064	Homo sapiens		2013-02-17	2014-02-07		Madupu et al.	"Madupu,R.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y."	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KC576915	GII.4	GII.P39 (GII.P1)	0.9423923189758634	"3CLpro:1,NTPase:1,ORF1:0.9941176470588236,RdRp:1,VP1:1,VP2:0.49433962264150944,VPg:1,p22:1,p48:0.9698795180722891"	0	1524	0							1	1	1	0.9698795180722891	1	1	0.49433962264150944	1	GII.4	GII	GII.4		GII.P39 (GII.P1)	GII	GII.P39	
FJ537134	FJ537134.1	FJ537134	1974-XX-XX	North America	USA			7580	Homo sapiens		2009-10-20	2009-11-02		Bok et al.	"Bok,K.,Abente,E.J.,Realpe-Quintero,M.,Mitra,T.,Sosnovtsev,S.V.,Kapikian,A.Z.,Green,K.Y."	"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Laboratory of Infectious Diseases, Epidemiology Section, Norovirus Gastroenteritis Unit"	https://www.ncbi.nlm.nih.gov/nuccore/FJ537134	GII.4	GII.P39 (GII.P1)	1	"3CLpro:1,NTPase:1,ORF1:0.9947058823529412,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9491525423728814,p48:1"	0	1483	0						"ORF1:854-860,p22:156-162"	1	1	0.9491525423728814	1	1	1	1	1	GII.4	GII	GII.4		GII.P39 (GII.P1)	GII	GII.P39	
FJ537135	FJ537135.1	FJ537135	1974-XX-XX	North America	USA			7576	Homo sapiens		2009-10-20	2009-11-02		Bok et al.	"Bok,K.,Abente,E.J.,Realpe-Quintero,M.,Mitra,T.,Sosnovtsev,S.V.,Kapikian,A.Z.,Green,K.Y."	"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Laboratory of Infectious Diseases, Epidemiology Section, Norovirus Gastroenteritis Unit"	https://www.ncbi.nlm.nih.gov/nuccore/FJ537135	GII.4	GII.PNA3	1	"3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:0.9944547134935305,VP2:1,VPg:1,p22:0.9717514124293786,p48:1"	0	1550	0						"ORF1:857-860,p22:159-162,VP1:393-395"	1	1	0.9717514124293786	1	1	0.9944547134935305	1	1	GII.4	GII	GII.4		GII.PNA3	GII	GII.PNA3	
FJ537136	FJ537136.1	FJ537136	1988-XX-XX	North America	USA			7580	Homo sapiens		2009-10-20	2009-11-02		Bok et al.	"Bok,K.,Abente,E.J.,Realpe-Quintero,M.,Mitra,T.,Sosnovtsev,S.V.,Kapikian,A.Z.,Green,K.Y."	"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Laboratory of Infectious Diseases, Epidemiology Section, Norovirus Gastroenteritis Unit"	https://www.ncbi.nlm.nih.gov/nuccore/FJ537136	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9944547134935305,VP2:1,VPg:1,p22:1,p48:1"	0	1423	0						VP1:393-395	1	1	1	1	1	0.9944547134935305	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
FJ537137	FJ537137.1	FJ537137	1987-XX-XX	North America	USA			7580	Homo sapiens		2009-10-20	2009-11-02		Bok et al.	"Bok,K.,Abente,E.J.,Realpe-Quintero,M.,Mitra,T.,Sosnovtsev,S.V.,Kapikian,A.Z.,Green,K.Y."	"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Laboratory of Infectious Diseases, Epidemiology Section, Norovirus Gastroenteritis Unit"	https://www.ncbi.nlm.nih.gov/nuccore/FJ537137	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1457	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
FJ537138	FJ537138.1	FJ537138	1977-XX-XX	North America	USA			7580	Homo sapiens		2009-10-20	2009-11-02		Bok et al.	"Bok,K.,Abente,E.J.,Realpe-Quintero,M.,Mitra,T.,Sosnovtsev,S.V.,Kapikian,A.Z.,Green,K.Y."	"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Laboratory of Infectious Diseases, Epidemiology Section, Norovirus Gastroenteritis Unit"	https://www.ncbi.nlm.nih.gov/nuccore/FJ537138	GII.4	GII.P39 (GII.P1)	1	"3CLpro:1,NTPase:1,ORF1:0.9947058823529412,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9491525423728814,p48:1"	0	1488	0						"ORF1:854-860,p22:156-162"	1	1	0.9491525423728814	1	1	1	1	1	GII.4	GII	GII.4		GII.P39 (GII.P1)	GII	GII.P39	
GQ845368	GQ845368.2	GQ845368	2007-XX-XX	Oceania	Australia			7559	Homo sapiens		2009-10-05	2012-02-06		Eden et al.	"Eden,J.S.,Bull,R.A.,Tu,E.,McIver,C.J.,Lyon,M.J.,Marshall,J.A.,Smith,D.W.,Musto,J.,Rawlinson,W.D.,White,P.A.,Eden,J.-S."	"University of New South Wales, School of Biotechnology & Biomolecular Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/GQ845368	GII.4	Could not assign	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1387	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		Could not assign	GII	Could not assign	
GQ845369	GQ845369.3	GQ845369	2008-XX-XX	Oceania	Australia			7560	Homo sapiens		2009-10-05	2012-02-06		Eden et al.	"Eden,J.S.,Bull,R.A.,Tu,E.,McIver,C.J.,Lyon,M.J.,Marshall,J.A.,Smith,D.W.,Musto,J.,Rawlinson,W.D.,White,P.A.,Eden,J.-S."	"University of New South Wales, School of Biotechnology & Biomolecular Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/GQ845369	GII.4	GII.P31 (GII.Pe)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1368	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P31 (GII.Pe)	GII	GII.P31	
JN400606	JN400606.1	JN400606	2006-10-31	Asia	Taiwan			7509	Homo sapiens		2012-07-08	2013-12-19		Tsai et al.	"Tsai,C.N.,Lin,C.Y.,Lin,C.W.,Shih,K.C.,Chiu,C.H.,Chen,S.Y.,Tsai,C.-N.,Lin,C.-Y.,Lin,C.-W.,Shih,K.-C.,Chi,H.-C.,Chao,H.-C.,Lai,M.-W.,Yu,T.-H.,Chen,S.-Y.,Chiu,C.-H."	Graduate Institute of clinical medical sciences	https://www.ncbi.nlm.nih.gov/nuccore/JN400606	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1370	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JN400610	JN400610.1	JN400610	2007-01-01	Asia	Taiwan			7509	Homo sapiens		2012-07-08	2013-12-19		Tsai et al.	"Tsai,C.N.,Lin,C.Y.,Lin,C.W.,Shih,K.C.,Chiu,C.H.,Chen,S.Y.,Tsai,C.-N.,Lin,C.-Y.,Lin,C.-W.,Shih,K.-C.,Chi,H.-C.,Chao,H.-C.,Lai,M.-W.,Yu,T.-H.,Chen,S.-Y.,Chiu,C.-H."	Graduate Institute of clinical medical sciences	https://www.ncbi.nlm.nih.gov/nuccore/JN400610	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1358	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JN400611	JN400611.1	JN400611	2007-01-03	Asia	Taiwan			7509	Homo sapiens		2012-07-08	2013-12-19		Tsai et al.	"Tsai,C.N.,Lin,C.Y.,Lin,C.W.,Shih,K.C.,Chiu,C.H.,Chen,S.Y.,Tsai,C.-N.,Lin,C.-Y.,Lin,C.-W.,Shih,K.-C.,Chi,H.-C.,Chao,H.-C.,Lai,M.-W.,Yu,T.-H.,Chen,S.-Y.,Chiu,C.-H."	Graduate Institute of clinical medical sciences	https://www.ncbi.nlm.nih.gov/nuccore/JN400611	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1374	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
JN400614	JN400614.1	JN400614	2007-01-07	Asia	Taiwan			7509	Homo sapiens		2012-07-08	2013-12-19		Tsai et al.	"Tsai,C.N.,Lin,C.Y.,Lin,C.W.,Shih,K.C.,Chiu,C.H.,Chen,S.Y.,Tsai,C.-N.,Lin,C.-Y.,Lin,C.-W.,Shih,K.-C.,Chi,H.-C.,Chao,H.-C.,Lai,M.-W.,Yu,T.-H.,Chen,S.-Y.,Chiu,C.-H."	Graduate Institute of clinical medical sciences	https://www.ncbi.nlm.nih.gov/nuccore/JN400614	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1381	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
AB985437	AB985437.1	AB985437	1987-XX-XX	Asia	Japan	Tokyo		7533	Homo sapiens		2016-07-12	2016-12-09		Mori et al.	"Mori,K.,Chu,P.Y.,Motomura,K.,Somura,Y.,Nagano,M.,Kimoto,K.,Akiba,T.,Kai,A.,Sadamasu,K."	"Department of Microbiology; 3-24-1 Hyakunin-cho, Shinjuku, Tokyo 169-0073"	https://www.ncbi.nlm.nih.gov/nuccore/AB985437	GII.4	Could not assign	0.997466329	"3CLpro:1,NTPase:1,ORF1:0.9958823529411764,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9789156626506024"	0	1482	0							1	1	1	0.9789156626506024	1	1	1	1	GII.4	GII	GII.4		Could not assign	GII	Could not assign	
AB933657	AB933657.1	AB933657	2010-XX-XX	Asia	Japan	Aomori		7509	Homo sapiens		2015-09-02	2015-09-02		Sato et al.	"Sato,H.,Yokoyama,M.,Motomura,K.,Nakamura,H."	"Pathogen Genomics Center; Gakuen 4-7-1, Musashi-Murayama, Tokyo 208-0011"	https://www.ncbi.nlm.nih.gov/nuccore/AB933657	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1383	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
AB933668	AB933668.1	AB933668	2010-XX-XX	Asia	Japan	Osaka		7509	Homo sapiens		2015-09-02	2015-09-02		Sato et al.	"Sato,H.,Yokoyama,M.,Motomura,K.,Nakamura,H."	"Pathogen Genomics Center; Gakuen 4-7-1, Musashi-Murayama, Tokyo 208-0011"	https://www.ncbi.nlm.nih.gov/nuccore/AB933668	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1397	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
AB933700	AB933700.1	AB933700	2011-XX-XX	Asia	Japan	Toyama		7509	Homo sapiens		2015-09-02	2015-09-02		Sato et al.	"Sato,H.,Yokoyama,M.,Motomura,K.,Nakamura,H."	"Pathogen Genomics Center; Gakuen 4-7-1, Musashi-Murayama, Tokyo 208-0011"	https://www.ncbi.nlm.nih.gov/nuccore/AB933700	GII.4	GII.P4	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1393	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P4	GII	GII.P4	
AB933728	AB933728.1	AB933728	2009-XX-XX	Asia	Japan	Akita		7467	Homo sapiens		2015-09-02	2015-09-02		Sato et al.	"Sato,H.,Yokoyama,M.,Motomura,K.,Nakamura,H."	"Pathogen Genomics Center; Gakuen 4-7-1, Musashi-Murayama, Tokyo 208-0011"	https://www.ncbi.nlm.nih.gov/nuccore/AB933728	GII.4	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1"	0	1432	0							1	1	1	1	1	1	1	1	GII.4	GII	GII.4		GII.P12	GII	GII.P12	
MT158850	MT158850.1	3-GII.P7-GII.6	2019-03-02	Asia	China			7506	Homo sapiens		2021-04-08	2021-04-08		Li et al.	"Li,Q.,Yao,P.,Jiang,J.,Mao,X.,Wang,F.,Zhang,W."	"Shanghai Public Health Clinical Center, Performance management office"	https://www.ncbi.nlm.nih.gov/nuccore/MT158850	GII.6	GII.P7	1	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:0.9833641404805915,VP2:0.9509433962264151,VPg:1,p22:1,p48:0.9819277108433735"	0	2373	0						"ORF1:53-58,p48:53-58,VP1:337-341,VP2:154-160"	1	1	1	0.9819277108433735	1	0.9833641404805915	0.9509433962264151	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MT416724	MT416724.1	727-3	2014-12-17	North America	USA			7493	Homo sapiens		2020-06-01	2020-06-01		Ruelle et al.	"Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J."	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT416724	GII.6	GII.P7	0.9467929057207628	"3CLpro:0.44751381215469616,NTPase:1,ORF1:0.9217647058823529,RdRp:0.9725490196078431,VP1:0.9741219963031423,VP2:0.939622641509434,VPg:1,p22:0.9661016949152542,p48:0.9608433734939759"	382	2264	0						"ORF1:58-64,ORF1:861-866,p48:58-64,p22:163-168,VP1:313-318,VP1:392-393"	0.44751381215469616	1	0.9661016949152542	0.9608433734939759	0.9725490196078431	0.9741219963031423	0.939622642	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
MG557654	MG557654.1	GII/Hu/ETH/2016/P3	2016-04-XX	Africa	Ethiopia			7236	Homo sapiens		2017-12-20	2018-09-21		Altan et al.	"Altan,E.,Aiemjoy,K.,Phan,T.G.,Deng,X.,Aragie,S.,Tadesse,Z.,Callahan,K.E.,Keenan,J.,Delwart,E."	"Blood Systems Research Institute, Molecular Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MG557654	GII.6	GII.P7	0.9781304173889852	"3CLpro:1,NTPase:1,ORF1:0.9823529411764705,RdRp:1,VP1:0.9963031423290203,VP2:0.909433962264151,VPg:1,p22:1,p48:0.9096385542168675"	0	2306	0						VP1:392-393	1	1	1	0.9096385542168675	1	0.9963031423290203	0.909433962	1	GII.6	GII	GII.6		GII.P7	GII	GII.P7	
